文献号	是否转让	说明书页数	附图个数	文献引证数	专利引证数	引证本国专利数	引证外国专利数	专利类别	保护期	分类数	IPC大类数	IPC小类数	同族专利数	同族布局国家（地区）数	是否为PCT国际专利申请	是否为五国专利/四方专利	专利国别代码	申请日公开日时间间隔（年）	申请日授权日时间间隔	公开日授权日时间间隔	剩余有效期	是否有优先权	权项数	发明人数	申请人数	专利权人规模	申请人类型
CN201510073030.X	0	0.009836066	0	0.125	0.25	0.333333333	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.032786885	0.148148148	0	0	1
CN201510072000.7	0	0.013114754	0	0	0.333333333	0.222222222	0.166666667	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.040983607	0.074074074	0	0	1
CN201410822364.8	0	0.009836066	0	0.25	0.083333333	0.111111111	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410568712.3	0	0.068852459	0	0	0.166666667	0.222222222	0	1	1	0.2	0	0.2	0	0	0	0	0	0.111111111	0.25	0.6	0.785714286	1	0.12295082	0.074074074	0	0	1
CN201410832687.5	0	0.008196721	0	0	0.583333333	0.777777778	0	1	1	0.2	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.008196721	0.037037037	0	0	1
CN201520216923.0	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.032786885	0.074074074	0	0	1
CN201520211338.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.040983607	0.074074074	0	0	1
CN201520206432.8	0	0.006557377	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.012295082	0	0	0	1
CN201520207489.X	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.040983607	0.074074074	0	0	1
CN201520200751.8	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.032786885	0.074074074	0	0	1
CN201520208985.7	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.142857143	0	0.040983607	0.074074074	0	0	1
CN201410789894.7	0	0.024590164	0.053763441	0.125	0.333333333	0.444444444	0	1	1	0.133333333	0.2	0.2	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201410748075.8	0	0.009836066	0	0.25	0.166666667	0.222222222	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.012295082	0.148148148	0	0	1
CN201410707486.2	0	0.014754098	0	0.375	0.083333333	0	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410812516.6	0	0.009836066	0.032258065	0	0.75	0.777777778	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.032786885	0	0	0	1
CN201410727015.8	0	0.01147541	0	0	0.25	0.222222222	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0	0.083333333	0	0.785714286	0	0.040983607	0.074074074	0	0	0.8
CN201510033535.3	0	0.013114754	0	0.25	0.333333333	0.444444444	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.25	0.4	0.857142857	0	0.020491803	0	0	0	1
CN201320676995.4	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.222222222	0.166666667	0	0	0	0.008196721	0	0	0	1
CN201410705990.9	0	0.018032787	0	0	0.25	0.222222222	0.083333333	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.016393443	0.111111111	0	0	1
CN201420791728.6	0	0.008196721	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.028688525	0.074074074	0	0	1
CN201410791105.3	0	0.029508197	0.010752688	0.125	0.166666667	0.222222222	0	1	1	0.2	0.2	0.6	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0.037037037	0	0	1
CN201410592089.5	0	0.01147541	0.021505376	0.375	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.074074074	0	0	1
CN201410707413.3	0	0.009836066	0	0.25	0.166666667	0.111111111	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410756416.6	0	0.026229508	0.010752688	0	0.25	0.333333333	0	1	1	0.2	0.2	0.4	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0.148148148	0	0	0.8
CN201410797659.4	0	0.03442623	0	0	0	0	0	1	1	0.4	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0	0	0	1
CN201410612377.2	0	0.01147541	0	0.125	0.25	0.333333333	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.028688525	0.037037037	0	0	1
CN201310367184.0	0	0.018032787	0	0.125	0.25	0.333333333	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0.222222222	0.333333333	0.4	0.714285714	0	0.040983607	0.074074074	0	0	1
CN201310639468.0	0	0.021311475	0.043010753	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.111111111	0.25	0.2	0.714285714	0	0.040983607	0.074074074	0	0	1
CN201420784678.9	0	0.008196721	0.043010753	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.074074074	0	0	1
CN201420785725.1	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.016393443	0.037037037	0	0	1
CN201420784611.5	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.024590164	0.074074074	0	0	1
CN201420784707.1	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0.074074074	0	0	1
CN201420785663.4	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.037037037	0	0	1
CN201410705354.6	0	0.01147541	0.010752688	0	0.333333333	0.333333333	0.083333333	1	1	0.133333333	0.2	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.024590164	0.111111111	0	0	1
CN201420785641.8	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0.2	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0.037037037	0	0	1
CN201410660843.4	0	0.008196721	0.021505376	0	0.583333333	0.444444444	0.25	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.024590164	0	0	0	1
CN201420681858.4	0	0.009836066	0.043010753	0	0	0	0	0.5	0	0.133333333	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.032786885	0	0	0	1
CN201420736226.3	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0.016393443	0	0	0	1
CN201310362324.5	0	0.018032787	0.064516129	0.125	0.333333333	0.222222222	0.166666667	1	1	0	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.714285714	0	0.028688525	0.185185185	0	0	0.8
CN201410577374.X	0	0.01147541	0.010752688	0.25	0.166666667	0.222222222	0	1	1	0.133333333	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.074074074	0	0	1
CN201410587468.5	0	0.016393443	0.075268817	0.125	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.028688525	0.074074074	0	0	1
CN201410587213.9	0	0.013114754	0.010752688	0.125	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.036885246	0.074074074	0	0	1
CN201310354414.X	0	0.029508197	0	0.375	0.25	0.222222222	0.083333333	1	1	0	0	0	0	0	0	0	0	0.222222222	0.25	0.2	0.714285714	0	0.040983607	0.111111111	0	0	1
CN201410705355.0	0	0.013114754	0.010752688	0.25	0.416666667	0.222222222	0.25	1	1	0.2	0.2	0.4	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.036885246	0.111111111	0	0	1
CN201410553174.0	0	0.016393443	0.021505376	0.375	0.166666667	0.222222222	0	1	1	0.266666667	0	0	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.024590164	0.074074074	0	0	1
CN201410571048.8	0	0.018032787	0.053763441	0.375	0.5	0.444444444	0.166666667	1	1	0.066666667	0.2	0.2	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.036885246	0.148148148	0	0	0.8
CN201410541864.4	0	0.008196721	0	0	0.333333333	0.222222222	0.166666667	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410543181.2	0	0.032786885	0	0	0.333333333	0.111111111	0.25	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0	0	0	1
CN201410747747.3	0	0.019672131	0	0	0.166666667	0.222222222	0	1	1	0.4	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.032786885	0.111111111	0	0	1
CN201420720131.2	0	0.008196721	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.040983607	0.111111111	0	0	1
CN201420840934.1	0	0.006557377	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.024590164	0	0.333333333	0.333333333	0.8
CN201420764318.2	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0.074074074	0	0	1
CN201420765092.8	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0.066666667	0	0.2	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.037037037	0	0	1
CN201420765070.1	0	0.004918033	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.008196721	0.037037037	0	0	1
CN201420764331.8	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.020491803	0.037037037	0	0	1
CN201310346934.6	0	0.016393443	0.010752688	0.25	0.166666667	0	0.166666667	1	1	0.066666667	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.714285714	0	0.032786885	0.074074074	0	0	1
CN201310346751.4	0	0.031147541	0.086021505	0.25	0.416666667	0.111111111	0.333333333	1	1	0.066666667	0	0	0	0	0	0	0	0.222222222	0.25	0.4	0.714285714	0	0.040983607	0.074074074	0	0	1
CN201410586493.1	0	0.013114754	0.021505376	0	0.333333333	0.333333333	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.040983607	0.111111111	0	0	1
CN201410541550.4	0	0.008196721	0	0.125	0.25	0.111111111	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.036885246	0.074074074	0	0	1
CN201410548962.0	0	0.008196721	0	0	0.416666667	0.555555556	0	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.2	0.785714286	0	0.004098361	0.148148148	0	0	1
CN201410679838.8	0	0.008196721	0.010752688	0	0.333333333	0.333333333	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.016393443	0	0	0	1
CN201410691174.7	0	0.008196721	0.021505376	0	0.416666667	0.555555556	0	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.024590164	0	0	0	1
CN201420791671.X	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.024590164	0.185185185	0	0	1
CN201410539288.X	0	0.013114754	0.043010753	0.25	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0.074074074	0	0	1
CN201410331993.0	0	0.045901639	0.075268817	0	0.25	0.222222222	0.083333333	1	1	0.133333333	0.2	0.4	0	0	0	0	0	0.111111111	0.166666667	0.2	0.785714286	1	0.073770492	0.222222222	0	0	1
CN201410474350.1	0	0.016393443	0	0	0.583333333	0.444444444	0.25	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0	0	0	1
CN201410585070.8	0	0.009836066	0	0.125	0.416666667	0.444444444	0.083333333	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.024590164	0.037037037	0	0	1
CN201410585345.8	0	0.009836066	0	0.125	0.25	0.222222222	0.083333333	1	1	0.333333333	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.020491803	0.037037037	0	0	1
CN201420754270.7	0	0.008196721	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.012295082	0.148148148	0	0	1
CN201410514668.8	0	0.01147541	0	0.5	0.166666667	0.111111111	0.083333333	1	1	0.2	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.016393443	0.111111111	0	0	1
CN201420684826.X	0	0.009836066	0.032258065	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.032786885	0	0	0	1
CN201420582593.2	0	0.013114754	0.021505376	0	0	0	0	0.5	0	0.066666667	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.028688525	0.222222222	0	0	1
CN201510644212.8	0	0.01147541	0	0	0.333333333	0.222222222	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.036885246	0.111111111	0.333333333	0.333333333	1
CN201510463987.5	0	0.009836066	0.021505376	0.125	0.083333333	0.111111111	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.028688525	0.074074074	0	0	1
CN201420534085.7	0	0.016393443	0.096774194	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.040983607	0.111111111	0.333333333	0.333333333	1
CN201510578250.8	0	0.013114754	0.021505376	0.125	0.583333333	0.555555556	0.166666667	1	1	0	0	0	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.008196721	0	0.333333333	0.333333333	1
CN201510635790.5	0	0.01147541	0.053763441	0	0.5	0.555555556	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.012295082	0.185185185	0	0	1
CN201510028116.0	0	0.01147541	0	0.125	0.25	0.333333333	0	1	1	0.066666667	0	0.2	0	0	0	0	0	0.111111111	0.25	0.6	0.857142857	0	0.040983607	0	0	0	1
CN201510424531.8	0	0.019672131	0.043010753	0.25	0.083333333	0	0.083333333	1	1	0.266666667	0.2	0.4	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.040983607	0.111111111	0	0	1
CN201510423365.X	0	0.018032787	0.032258065	0.25	0.166666667	0.111111111	0.083333333	1	1	0.133333333	0.2	0.2	0	0	0	0	0	0	0.166666667	0.2	0.857142857	0	0.040983607	0.111111111	0	0	1
CN201510358116.7	0	0.01147541	0	0.125	0.333333333	0.444444444	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.857142857	0	0.040983607	0.074074074	0	0	1
CN201510193889.4	0	0.075409836	0	0	0.333333333	0.333333333	0.083333333	1	1	0.333333333	0.2	0.6	0	0	0	0	0	0.111111111	0.25	0.4	0.857142857	1	0.036885246	0.222222222	0	0	1
CN201510501755.4	0	0.016393443	0.010752688	0	0	0	0	1	1	0.2	0	0.4	0	0	0	0	0	0	0.25	0.6	0.857142857	0	0.028688525	0.259259259	0	0	1
CN201510502578.1	0	0.009836066	0.010752688	0.125	0.666666667	0.777777778	0.083333333	1	1	0.666666667	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.857142857	0	0.032786885	0.296296296	0	0	1
 	0	0.145901639	0	0	0	0	0	1	1	0.4	0.2	0.4	1	0.714285714	1	1	1	0.444444444	0.5	0.4	0.428571429	1	0.032786885	0.111111111	0	0	1
CN201410058493.4	0	0.773770492	0.569892473	0	0	0	0	1	1	0.466666667	0	0.2	0.734375	0.333333333	1	1	1	0.555555556	0.583333333	0.6	0.428571429	1	0.368852459	0	0	0	1
CN201280061909.7	0	0.067213115	0.139784946	0	0.416666667	0.222222222	0.25	1	1	0.4	0	0.2	0.5	0.642857143	1	1	1	0.222222222	0.5	0.8	0.642857143	1	0.241803279	0.259259259	0	0	1
CN201280069475.5	0	0.378688525	0.010752688	0.25	0.416666667	0.111111111	0.333333333	1	1	1	0.4	0.8	0.453125	0.547619048	1	1	1	0.222222222	0.416666667	0.6	0.642857143	1	1	0.148148148	0	0	1
CN201310239638.6	0	0.229508197	0.139784946	0.125	0.166666667	0.222222222	0	1	1	0.4	0.2	0.4	0.421875	0.357142857	1	1	1	1	1	0.6	0.142857143	1	0.528688525	0.037037037	0	0	1
CN201280033529.2	0	1	0.258064516	0	0.166666667	0	0.166666667	1	1	0	0	0	0.21875	0.285714286	1	1	1	0.222222222	0.5	0.8	0.642857143	1	0.155737705	0.222222222	0	0	1
CN201280065864.0	0	0.026229508	0	0	0.25	0.111111111	0.166666667	1	1	0.333333333	0.4	0.6	0.09375	0.166666667	1	1	1	0.222222222	0.333333333	0.6	0.642857143	1	0.077868852	0	0	0	0.8
CN201310733747.3	0	0.013114754	0	0.125	0.333333333	0.222222222	0.166666667	1	1	0.066666667	0	0	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.040983607	0.185185185	0	0	1
CN201410035968.8	0	0.009836066	0	0.25	0.166666667	0.222222222	0	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.024590164	0.148148148	0	0	1
CN201310590639.5	0	0.01147541	0	0.125	0.166666667	0.111111111	0.083333333	1	1	0	0	0	0	0	0	0	0	0	0.083333333	0.2	0.714285714	0	0.036885246	0.074074074	0	0	1
CN201410051512.0	0	0.175409836	0.096774194	0	0	0	0	1	1	0.466666667	0.4	0.4	0.25	0.19047619	1	1	1	0.555555556	0.666666667	0.6	0.428571429	1	0.06147541	0.222222222	0.333333333	0.333333333	1
CN201410102893.0	0	0.03442623	0	0	0.083333333	0.111111111	0	1	1	0.2	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0	0	0	1
CN201410289326.0	0	0.024590164	0.064516129	0.25	0.166666667	0.111111111	0.083333333	1	1	0.066666667	0	0.2	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.032786885	0	0.333333333	0	1
CN201410052686.9	0	0.004918033	0.032258065	0.25	0.25	0	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.008196721	0	0	0	0.6
CN201410178764.X	0	0.026229508	0	0.125	0.166666667	0.222222222	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.040983607	0	0	0	1
CN201310571926.1	0	0.009836066	0	0	0.333333333	0.333333333	0.083333333	1	1	0.8	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.714285714	0	0.040983607	0	0	0	0.6
CN201410405739.0	0	0.032786885	0	0.125	0.75	0.888888889	0.083333333	1	1	0.066666667	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.032786885	0.037037037	0	0.333333333	0.8
CN201410404708.3	0	0.032786885	0	0.25	0.333333333	0.333333333	0.083333333	1	1	0.133333333	0	0	0	0	0	0	0	0	0.083333333	0.2	0.785714286	0	0.032786885	0.037037037	0	0.333333333	0.8
CN201410085194.X	0	0.026229508	0.043010753	0.25	0.333333333	0.333333333	0.083333333	1	1	0.866666667	0.2	0.4	0	0	0	0	0	0	0.25	0.6	0.785714286	0	0.040983607	0	0	0	0.6
CN201210598054.3	0	0.014754098	0	0.25	0.166666667	0.222222222	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0.222222222	0.333333333	0.4	0.642857143	0	0.040983607	0.037037037	0	0	1
CN201420273958.3	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.004098361	0.074074074	0	0	1
CN201420273895.1	0	0.006557377	0.010752688	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0.008196721	0.074074074	0	0	1
CN201410289509.2	0	0.014754098	0	0.5	0.5	0.666666667	0	1	1	0.2	0	0.2	0	0	0	0	0	0	0.25	0.4	0.785714286	0	0.032786885	0	0	0.333333333	0.6
CN201410180675.9	0	0.01147541	0	0.125	0.166666667	0.222222222	0	1	1	0.133333333	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.032786885	0	0	0	0.6
CN201410180156.2	0	0.01147541	0	0	0.166666667	0.222222222	0	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.166666667	0.4	0.785714286	0	0.028688525	0	0	0	0.6
CN201210598061.3	0	0.009836066	0	0.125	0.333333333	0.444444444	0	1	1	0.333333333	0	0.2	0	0	0	0	0	0.222222222	0.25	0.4	0.642857143	0	0.004098361	0.037037037	0	0	1
CN201210598062.8	0	0.008196721	0	0	0.333333333	0.222222222	0.166666667	1	1	0.266666667	0	0.2	0	0	0	0	0	0.222222222	0.25	0.4	0.642857143	0	0.040983607	0.037037037	0	0	1
CN201310434178.2	0	0.006557377	0	0.5	0.166666667	0.111111111	0.083333333	1	1	0.266666667	0	0.2	0	0	0	0	0	0	0.333333333	0.8	0.714285714	0	0.024590164	0	0	0	0.6
CN201430283220.0	0	0.01147541	0.086021505	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.111111111	0	0	1
CN201430104282.0	0	0.008196721	0.064516129	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0	0.148148148	0	0	1
CN201430104294.3	0	0.008196721	0.064516129	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0	0.148148148	0	0	1
CN201430104266.1	0	0.008196721	0.064516129	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0.071428571	0	0	0.148148148	0	0	1
CN201430104425.8	0	0.008196721	0.064516129	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.148148148	0	0	1
CN201430104267.6	0	0.008196721	0.064516129	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.148148148	0	0	1
CN201430104281.6	0	0.008196721	0.064516129	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.071428571	0	0	0.148148148	0	0	1
CN201330361479.8	0	0.009836066	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0	0.111111111	0	0	1
CN201330225129.9	0	0.009836066	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0	0.111111111	0	0	1
CN201330218320.0	0	0.009836066	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0	0.111111111	0	0	1
CN201330225233.8	0	0.009836066	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0	0.111111111	0	0	1
CN201330222598.5	0	0.009836066	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0	0.111111111	0	0	1
CN201330187025.3	0	0.009836066	0.075268817	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.111111111	0.083333333	0	0	0	0	0.111111111	0	0	1
CN201280034583.9	0	0.619672131	0	0	0.166666667	0	0.166666667	1	1	0.933333333	0.2	0.2	0.609375	0.738095238	0	0	1	0.222222222	0.25	0.2	0.642857143	1	0.151639344	0.333333333	0	0	1
CN201280020416.9	0	0.406557377	0	0	0.166666667	0	0.166666667	1	1	0.266666667	0.2	0.4	0.484375	0.714285714	0	0	1	0.222222222	0.333333333	0.4	0.642857143	1	0.18442623	0.333333333	0	0	1
CN201380014062.1	0	0.129508197	0.075268817	0	0.166666667	0	0.166666667	1	1	0	0	0	0.421875	0.523809524	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.397540984	0.074074074	0.333333333	0.333333333	1
CN201280058254.8	0	0.045901639	0.086021505	0.25	0.166666667	0	0.166666667	1	1	0	0	0	0.359375	0.5	0	0	1	0.222222222	0.416666667	0.6	0.642857143	1	0.057377049	0.037037037	0	0	1
CN201410121093.3	0	0.1	0	0	0.083333333	0	0.083333333	1	1	0.333333333	0.2	0.4	0.359375	0.333333333	0	0	1	0.555555556	0.583333333	0.4	0.428571429	1	0.147540984	0.111111111	0	0	1
CN201280055064.0	0	0.091803279	0.139784946	0.125	0.25	0	0.25	1	1	0.133333333	0	0	0.34375	0.5	0	0	1	0.222222222	0.333333333	0.6	0.642857143	1	0.057377049	0.111111111	0	0	1
CN201380021219.3	0	0.139344262	0.075268817	0.5	0.25	0.222222222	0.083333333	1	1	0	0	0	0.328125	0.476190476	0	0	1	0.222222222	0.333333333	0.4	0.714285714	1	0.471311475	0.074074074	0	0	1
CN201280023262.9	0	0.38852459	0	0	0.333333333	0.111111111	0.25	1	1	0.133333333	0.2	0.4	0.28125	0.357142857	0	0	1	0.222222222	0.333333333	0.6	0.642857143	1	0.192622951	0.037037037	0	0	1
CN201380009779.7	0	0.060655738	0	0.125	0.25	0.111111111	0.166666667	1	1	0.333333333	0	0.2	0.28125	0.30952381	0	0	1	0.222222222	0.25	0.4	0.714285714	1	0.12295082	0	0	0	1
CN201410234573.0	0	0.1	0	0.125	0.5	0.222222222	0.333333333	1	1	0.533333333	0.2	0.4	0.28125	0.285714286	0	0	1	0.555555556	0.583333333	0.4	0.428571429	1	0.045081967	0.259259259	0	0	1
CN201280012944.X	0	0.090163934	0.021505376	0	0.25	0.111111111	0.166666667	1	1	0.266666667	0.2	0.4	0.25	0.30952381	0	0	1	0.222222222	0.416666667	0.6	0.642857143	1	0.118852459	0.296296296	0.333333333	0.333333333	1
CN201280012808.0	0	0.108196721	0.021505376	0.125	0.583333333	0.222222222	0.416666667	1	1	0.266666667	0.2	0.4	0.25	0.30952381	0	0	1	0.222222222	0.416666667	0.6	0.642857143	1	0.139344262	0.111111111	0.333333333	0.333333333	1
CN201280043926.8	0	0.029508197	0.032258065	0.125	0.166666667	0.111111111	0.083333333	1	1	0	0	0	0.234375	0.30952381	0	0	1	0.222222222	0.333333333	0.4	0.642857143	1	0.06147541	0.074074074	0	0	1
CN201280049268.3	0	0.147540984	0	0	0.166666667	0	0.166666667	1	1	0.133333333	0.2	0.4	0.1875	0.261904762	0	0	1	0.222222222	0.333333333	0.4	0.642857143	1	0.118852459	0.481481481	0.333333333	0.333333333	1
CN201410174695.5	0	0.219672131	0.344086022	0	0	0	0	1	1	0.066666667	0.2	0.2	0.171875	0.119047619	0	0	1	0.666666667	0.666666667	0.6	0.357142857	1	0.032786885	0.111111111	0	0	1
